epoch,train_loss,val_loss,val_acc,val_f1,test_loss,test_acc,test_f1
1,0.3636814211383462,0.3045021046946446,0.8775,0.8775,0.30043362619231145,0.8808333333333334,0.8803747699514807
2,0.24209595694439487,0.3214523061582198,0.8791666666666667,0.8780487804878049,0.3150723614655435,0.8819166666666667,0.8799864487168628
3,0.169716485185083,0.3660289109988759,0.879,0.8784123262435103,0.35432764077869555,0.8830833333333333,0.8819520403870424
