Experiment,Val_MAE,Val_RMSE,Val_R2,Test_MAE,Test_RMSE,Test_R2
A_all_data,0.3698398186243919,0.5345022951579488,0.7784798339844916,0.382621480129874,0.5589724281070347,0.7693731737595836
B_remove_cap_samples,0.32113639305976266,0.4621014887825128,0.7741393033383356,0.3733827910143414,0.5663821434175034,0.7632182886372205
